4,2.022e-05
5,2.934e-05
3,2.379e-05
4.5,2.07e-06
5,1.45e-05
3,3.58e-06
5,1.242e-05
4.5,2.64e-05
3.5,2.61e-05
4.5,1.319e-05
3,2.099e-05
3.5,2.72e-05
3.5,2.858e-05
3,8.1e-06
5,2.795e-05
3.5,1.902e-05
4,2.942e-05
4.5,1.968e-05
4,5.8e-06
5,2.077e-05
3.5,1.548e-05
4.5,1.53e-05
4,1.037e-05
3.5,2.933e-05
3.5,6.88e-06
5,2.623e-05
3.5,2.029e-05
4.5,1.155e-05
3,1.939e-05
3,1.48e-06
3,1.154e-05
3.5,2.053e-05
4,1.554e-05
5,7.8e-06
5,8.81e-06
3,1.985e-05
3.5,1.25e-06
3,1.865e-05
3.5,6.36e-06
4.5,1.82e-06
3.5,5e-06
4.5,1.409e-05
4.5,4.73e-06
3.5,2.188e-05
5,8.8e-06
5,6.04e-06
4.5,7.31e-06
4.5,2.27e-06
4,1.765e-05
3.5,1.623e-05
3,8.81e-06
5,2.75e-06
5,2.149e-05
5,1.21e-05
4,3.87e-06
4.5,1.169e-05
3,4.31e-06
3,6.26e-06
3,2.899e-05
5,6.37e-06
4,4.21e-06
4.5,2.467e-05
4.5,9.66e-06
3,2.735e-05
4.5,2.87e-06
3,2.303e-05
3.5,2.075e-05
4,3.15e-06
3.5,3e-06
5,7.98e-06
5,2.1e-05
5,1.635e-05
3,1.62e-06
3,2.645e-05
4.5,3.03e-06
3.5,1.348e-05
3.5,1.613e-05
5,9.52e-06
4.5,1.057e-05
5,9.88e-06
3.5,1.801e-05
4,2.416e-05
3.5,1.636e-05
3,1.071e-05
4,2.326e-05
4.5,9.4e-07
4.5,2.761e-05
5,1.778e-05
5,8.75e-06
5,2.22e-05
3,1.976e-05
5,1.824e-05
3,1.768e-05
5,9.25e-06
5,1.585e-05
3,2.066e-05
4.5,8.52e-06
4.5,2.716e-05
5,3.72e-06
4.5,1.957e-05
3,1.5e-06
5,6.15e-06
4.5,2.663e-05
3,2.146e-05
5,3.81e-06
3,2.752e-05
5,2.707e-05
5,4.61e-06
3.5,1.743e-05
3,1.85e-05
5,2.459e-05
4.5,1.823e-05
4,1.714e-05
4,1.409e-05
4.5,1.292e-05
3.5,1.081e-05
5,2.142e-05
3.5,2.266e-05
4.5,2.431e-05
3.5,3.51e-06
4.5,9.42e-06
4,2.95e-06
4,1.121e-05
4.5,1.222e-05
4,2.053e-05
3,1.537e-05
3.5,9.35e-06
3,2.16e-06
4,6.64e-06
3,9.62e-06
4,1.109e-05
3,2.395e-05
3,2.513e-05
5,1.494e-05
3.5,9.24e-06
5,1.57e-05
5,3.63e-06
4,5.04e-06
4,2.257e-05
4.5,1.204e-05
3.5,2.112e-05
4.5,1.498e-05
4,1.285e-05
5,5.01e-06
5,2.781e-05
3.5,1.08e-05
4,2.357e-05
4.5,5.6e-06
3,3.37e-06
4,2.101e-05
4.5,2.485e-05
4.5,2.972e-05
3.5,1.191e-05
3,1.199e-05
4.5,2.996e-05
4,2.799e-05
4,2.305e-05
4,6.03e-06
3,2.729e-05
3.5,4.85e-06
4.5,2.205e-05
4,8.18e-06
3,5.98e-06
5,5.15e-06
4,2.754e-05
4,1.903e-05
3.5,1.152e-05
3.5,1.007e-05
3,2.422e-05
5,1.524e-05
3.5,1.821e-05
4,1.524e-05
5,1.51e-05
5,2.6e-06
4,3.72e-06
4,2.82e-06
4.5,4.93e-06
5,2.247e-05
4.5,1.371e-05
4,2.26e-06
3,1.013e-05
4,2.267e-05
4.5,5.68e-06
4.5,5.69e-06
5,6.13e-06
3.5,5.46e-06
4.5,3.45e-06
3,1.606e-05
4,2.628e-05
4.5,2.251e-05
3,2.717e-05
3,1.64e-05
4,1.37e-06
4,1.038e-05
4,9e-06
3,1.043e-05
3.5,1.967e-05
3,1.795e-05
3.5,6.9e-06
5,2.248e-05
3,2.657e-05
3,4.4e-07
4,6.16e-06
4.5,1.882e-05
4,1.951e-05
3,2.285e-05
3.5,2.881e-05
3,2.811e-05
3,1.235e-05
4,9.46e-06
4.5,1.14e-05
4.5,8.05e-06
4,2.417e-05
3.5,1.361e-05
5,1.301e-05
5,4.52e-06
4,1.465e-05
4.5,2.868e-05
4.5,2.738e-05
4,6.93e-06
4,2.786e-05
4,2.93e-05
3,1.529e-05
3,4e-07
4.5,9.69e-06
3,1.585e-05
3,9.82e-06
5,2.872e-05
5,2.251e-05
5,3.23e-06
3.5,1.506e-05
3,5.71e-06
5,2.44e-05
4,5.74e-06
3.5,2.101e-05
4.5,1.08e-05
4,1.92e-05
4,2.795e-05
3.5,8.09e-06
4,1.768e-05
5,2.02e-05
5,2.319e-05
4,5.12e-06
3.5,2.571e-05
3,1.764e-05
3.5,1.882e-05
4.5,1.728e-05
4,1.525e-05
4.5,9.49e-06
3,1.913e-05
5,9.01e-06
5,3.66e-06
3.5,1.628e-05
3,1.02e-06
3.5,7.67e-06
3,2.04e-06
4.5,2.77e-05
5,1.399e-05
3,2.214e-05
4,1.838e-05
3.5,1.749e-05
3.5,1.363e-05
4.5,8.14e-06
3.5,7.28e-06
4.5,2.19e-05
3,2.754e-05
3.5,1.803e-05
3,6.17e-06
4,2.1e-06
4.5,6.2e-06
3.5,1.232e-05
3,1.92e-05
3,9.05e-06
4,2.734e-05
3,2.868e-05
5,2.64e-06
4,2.627e-05
3,8.25e-06
3,2.503e-05
4.5,1.052e-05
3.5,5.25e-06
4,1.053e-05
3,9.04e-06
4,1.438e-05
3.5,1.951e-05
5,1.857e-05
3,2.217e-05
5,2.98e-05
3,6.91e-06
3,2.774e-05
4.5,1.676e-05
3,1.282e-05
3.5,2.775e-05
4.5,2.488e-05
3,1.67e-05
4.5,3.78e-06
3,1.807e-05
3.5,2.769e-05
4,2.424e-05
3,2.979e-05
3.5,6.71e-06
5,1.657e-05
3.5,1.68e-05
4.5,3.12e-06
4,2.382e-05
4.5,1.463e-05
5,1.076e-05
5,1.418e-05
4.5,2.377e-05
3,2e-07
4.5,1.307e-05
3,2.76e-05
3.5,2.292e-05
5,2.667e-05
3,1.979e-05
3.5,3.64e-06
4.5,2.67e-06
3.5,7.98e-06
4,7.35e-06
4,5.69e-06
5,1.624e-05
4,5.83e-06
3,2.767e-05
4,1.748e-05
4,1.899e-05
3,1.797e-05
4.5,1.367e-05
3,2.727e-05
3.5,1.069e-05
4,4.46e-06
4.5,1.402e-05
4,2.85e-06
3,8.37e-06
4.5,8.81e-06
4,3.96e-06
4,1.036e-05
3,3.5e-07
4.5,2.976e-05
3,2.407e-05
3,1.165e-05
5,1.357e-05
4,2.081e-05
4.5,1.714e-05
4.5,1.9e-06
4,2.198e-05
3.5,2.286e-05
4,1.807e-05
4,2.599e-05
4,2.944e-05
3,1.472e-05
4.5,1.617e-05
5,1.483e-05
4,1.729e-05
3.5,2.622e-05
3,2.315e-05
5,1.992e-05
3,2.125e-05
4,1.185e-05
4,1.044e-05
5,2.418e-05
4,2.056e-05
4.5,2.974e-05
4.5,8.08e-06
4,6.7e-07
4.5,1.67e-05
4,2.775e-05
3,3.12e-06
3.5,1.034e-05
4.5,3.01e-06
3.5,2.401e-05
3,9.76e-06
3,6.55e-06
4,2.128e-05
4.5,4.13e-06
3,2.019e-05
4,4.77e-06
3,1.701e-05
3,1.181e-05
3,6.01e-06
4,1.666e-05
4,1.521e-05
3.5,2.453e-05
4,2.334e-05
3,2.367e-05
3,7.08e-06
4.5,1.363e-05
3,1.649e-05
3.5,1.912e-05
3.5,1.311e-05
5,1.072e-05
5,1.798e-05
3,1.418e-05
5,2.772e-05
5,3.7e-07
5,1.682e-05
3.5,6.43e-06
3.5,1.629e-05
3.5,2.172e-05
3,7.49e-06
4,2.336e-05
4.5,1.824e-05
4.5,2.88e-06
3,9.6e-07
5,1.106e-05
3,1.723e-05
3.5,9.1e-06
3,5.18e-06
5,1.463e-05
3,1.671e-05
3,2.829e-05
3,9.49e-06
5,1.492e-05
4,2.541e-05
3.5,2.421e-05
4,2.214e-05
4.5,4.52e-06
5,1.53e-06
3,1.422e-05
3,5.49e-06
3,9.92e-06
4,2.948e-05
4,1.745e-05
3.5,1.605e-05
4.5,2.495e-05
3,2.161e-05
4,1.517e-05
5,8.06e-06
3,9.52e-06
3,2.429e-05
4.5,1.972e-05
4.5,1.659e-05
5,1.646e-05
3,2.828e-05
4,1.22e-05
5,1.599e-05
5,2.302e-05
3.5,1.235e-05
3,1.684e-05
4,1.649e-05
3.5,6.41e-06
4,2.87e-06
4,2.5e-06
5,1.416e-05
5,6.1e-06
5,3.65e-06
5,1.08e-05
4,1.1e-07
4,4.71e-06
3.5,2.508e-05
3,1.595e-05
4,9.26e-06
4,1.588e-05
5,2.45e-05
4,2.208e-05
3.5,1.139e-05
5,8.61e-06
5,2.648e-05
5,2.553e-05
4,4.35e-06
3.5,7.39e-06
3,2.831e-05
4,1.451e-05
3.5,6.54e-06
3,1.5e-07
5,2.108e-05
3.5,1.327e-05
4,7.7e-07
3,2.967e-05
4,1.004e-05
3.5,1.82e-06
3.5,1.151e-05
4,4.65e-06
3,2.931e-05
3.5,2.707e-05
3.5,1.682e-05
4.5,1.985e-05
3.5,1.624e-05
4,8.32e-06
3.5,4e-06
5,7.89e-06
3.5,2.875e-05
3.5,1.011e-05
4,2.455e-05
3.5,1.119e-05
4,2.683e-05
4,2.757e-05
3.5,5.18e-06
4,2.372e-05
4,6.5e-07
3,7.1e-07
4.5,4.77e-06
3,5.62e-06
4.5,2.439e-05
5,1.749e-05
3,1.46e-05
5,1.8e-07
4,1.275e-05
3,2.37e-06
4,2.073e-05
4,1.667e-05
4,7.45e-06
4,1.27e-06
3.5,6.01e-06
5,2.644e-05
3,1.817e-05
4,5.45e-06
5,5.6e-07
3.5,1.707e-05
4.5,1.514e-05
4.5,2.593e-05
3,2.8e-06
4.5,6.89e-06
5,1.583e-05
3,2e-06
4.5,5.41e-06
4,2.345e-05
3.5,2.055e-05
4,2.779e-05
5,4.45e-06
4,2.876e-05
4,8e-06
3.5,1.903e-05
3.5,1.604e-05
3,4.96e-06
3,2.018e-05
3,1.423e-05
3,1.86e-05
3,1.918e-05
4.5,2.812e-05
3.5,1.13e-05
4,5.28e-06
4.5,2.126e-05
4,2.054e-05
3,2.88e-05
3,1.019e-05
4,2.789e-05
3.5,3.3e-07
5,4.09e-06
5,1.01e-05
3,1.171e-05
4,2.985e-05
5,2.618e-05
5,2.978e-05
3,2.76e-06
4.5,2.222e-05
5,1.476e-05
3,2.322e-05
3.5,1.339e-05
5,2.44e-06
3,2.732e-05
4.5,1.87e-05
3,1.295e-05
4.5,2.344e-05
3,2.972e-05
5,2.27e-05
4,2.73e-06
3.5,5.32e-06
5,7.68e-06
5,1.603e-05
3.5,1.266e-05
4.5,1.447e-05
3,9.22e-06
4.5,2.412e-05
3.5,1.412e-05
4.5,1.054e-05
3,8.21e-06
5,1.1e-06
4.5,2.685e-05
3,1.495e-05
3,2.465e-05
3,6.77e-06
4.5,2.09e-05
3.5,2.696e-05
4.5,5.71e-06
5,1.58e-06
3.5,1.15e-05
3.5,4.75e-06
4.5,4.95e-06
4.5,2.41e-05
4.5,1.741e-05
3,2.615e-05
3.5,7.09e-06
3.5,2.078e-05
3,4e-08
4,1.423e-05
4.5,6.6e-07
3.5,5.26e-06
4.5,1.858e-05
5,2.944e-05
4,2.62e-05
3.5,1.64e-05
3.5,5.48e-06
3.5,4.59e-06
5,1.337e-05
3,1.64e-06
5,1.3e-06
5,8.3e-06
3.5,1.59e-05
3.5,1.63e-06
3,2.141e-05
4.5,1.261e-05
3.5,2.074e-05
3.5,1.028e-05
4,2.332e-05
4,2.703e-05
3.5,2.38e-05
3.5,2.451e-05
4.5,2.148e-05
3,1.91e-06
3.5,8.83e-06
3,9.28e-06
4,1.968e-05
4,8.08e-06
4.5,2.284e-05
4,1.06e-05
4.5,6.97e-06
4,1.483e-05
3.5,2.712e-05
4,1.096e-05
5,2.281e-05
3,2.098e-05
3.5,2.12e-05
5,7.24e-06
3,1.068e-05
5,1.441e-05
5,2.985e-05
4.5,8.28e-06
3.5,2.275e-05
4.5,1.618e-05
3.5,2.171e-05
3.5,2.924e-05
5,4.43e-06
4.5,4.81e-06
3,2.183e-05
4,1.342e-05
3,2.516e-05
4.5,5.05e-06
3,5.39e-06
3.5,1.29e-05
3.5,2.714e-05
3.5,3.68e-06
4,1.366e-05
4.5,1.867e-05
3,1.319e-05
3.5,2.67e-06
4.5,2.229e-05
5,1.59e-05
4,2.313e-05
4,2.528e-05
4,9.8e-06
5,5.2e-06
4,1.143e-05
4.5,1.888e-05
3.5,1.806e-05
4.5,1.671e-05
5,2.757e-05
3.5,2.91e-05
3,1.738e-05
3,2.38e-05
4,2.464e-05
4,1.274e-05
5,1.115e-05
3.5,2.718e-05
3.5,3.33e-06
5,2.887e-05
5,3.33e-06
4,2.104e-05
3.5,7.43e-06
5,5.35e-06
4,2.24e-05
3.5,2.432e-05
5,1.647e-05
3.5,1.451e-05
5,1.535e-05
5,6.75e-06
3.5,2.314e-05
3,2.674e-05
4.5,3.07e-06
3.5,2.6e-05
5,4.2e-06
5,1.273e-05
3,6.02e-06
3,1.8e-06
4.5,1.522e-05
3.5,5.47e-06
5,7.93e-06
4,5.17e-06
3,1.127e-05
4.5,1.533e-05
5,2.596e-05
4.5,1.338e-05
4.5,2.737e-05
3.5,6.72e-06
5,1.244e-05
4.5,2.522e-05
5,2.003e-05
5,2.17e-05
4.5,2.043e-05
4.5,3.15e-06
3.5,2.16e-05
3.5,2.857e-05
4.5,5.65e-06
4,2.361e-05
3,2.554e-05
3,2.425e-05
3,4.4e-06
4,2.575e-05
3.5,2.553e-05
4.5,2.458e-05
4,1.689e-05
3,5.14e-06
3.5,1.216e-05
3,6.33e-06
3,3.1e-06
3.5,9.26e-06
4.5,5.73e-06
4,1.36e-05
4.5,3.55e-06
3,2.97e-05
4.5,2.5e-05
4,1.582e-05
4.5,9.73e-06
3,2.559e-05
5,6.74e-06
4.5,2.85e-06
4.5,1.697e-05
3.5,2.302e-05
3.5,3.71e-06
5,2.329e-05
4,4.63e-06
5,1.415e-05
4.5,2.455e-05
4.5,2.931e-05
3,2.2e-06
3.5,2.731e-05
3,1.213e-05
3.5,7.64e-06
5,8.4e-07
5,1.214e-05
4.5,4.23e-06
4,2.199e-05
5,1.844e-05
3,2.947e-05
4.5,3.8e-07
4.5,1.958e-05
4.5,1.513e-05
5,1.51e-06
